id,latitude,longitude,name,full_address,city,state,phone_number,timings,services_offered,,,,,
7.31E+09,9.584543,76.60658,Thamarave,"Thamaravelil Tyres & Puncture Corner, Puthuppally, Kottayam, Kerala 686011",Kottayam,Kerala,+91 94461 55210,08:00 AM - 08:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.31E+09,9.649865,76.61285,Nexon Tyre,"Nexon Tyre Lounge & 3D Alignment, Manarcadu Road, Kottayam, Kerala 686019",Kottayam,Kerala,+91 48125 66114,09:00 AM - 08:30 PM,"3D Wheel alignment, Balancing, Tyre sales",,,,,
7.32E+09,9.912876,76.38787,V K TYRES,"V K Tyres & Vulcanizing Station, Tripunithura, Kochi, Kerala 682301",Kochi,Kerala,+91 48427 88104,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
7.32E+09,9.560343,76.80046,kerala tyre,"Kerala Tyre Retreading & Repair Works, Ponkunnam, Kerala 686506",Ponkunnam,Kerala,+91 48282 23115,08:30 AM - 07:30 PM,"Tyre retreading, Vulcanizing repair",,,,,
7.32E+09,9.531813,76.88756,Apollo Poir,"Apollo Tyres - Highrange Wheel Care, Mundakayam, Kerala 686513",Mundakayam,Kerala,+91 48282 71102,09:00 AM - 08:00 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
7.32E+09,9.872038,76.49076,Sony tyre s,"Sony Tyre Shop & Puncture Corner, Piravom, Kerala 686664",Piravom,Kerala,+91 94475 22405,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Tube sales",,,,,
7.32E+09,9.366846,76.65985,Chunkathil,"Chunkathil Tyres & Wheel Realignment, Mallappally, Kerala 689585",Mallappally,Kerala,+91 46926 88110,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.33E+09,9.475379,76.57903,Vaippache,"Vaippachiral Tyres & Vulcanizing Shop, Karukachal, Kerala 686540",Karukachal,Kerala,+91 48124 85156,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Air service",,,,,
7.33E+09,9.434957,76.61329,Sandya sto,"Sandya Tyre Stores & Puncture Hub, Nedumkunnam, Kerala 686542",Nedumkunnam,Kerala,+91 48124 99114,08:00 AM - 08:30 PM,"Tyre replacement, Puncture repair, Tube sales",,,,,
7.33E+09,9.588747,76.53081,"New Ideal ""","New Ideal Tyre Retreading House, Kanjikuzhy, Kottayam, Kerala 686004",Kottayam,Kerala,+91 48125 66341,08:30 AM - 07:30 PM,"Tyre retreading, Vulcanizing",,,,,
7.33E+09,9.451514,76.74758,sakthi Tyre,"Sakthi Tyres & Alignment Center, Mallappally Road, Karukachal, Kerala 686540",Karukachal,Kerala,+91 48124 87712,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.33E+09,9.74115,76.51588,Matha Tyre,"Matha Tyres & Puncture Repair Station, Kaduthuruthy, Kerala 686604",Kaduthuruthy,Kerala,+91 94463 11054,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.34E+09,9.707503,76.71531,Meenachil,"Meenachil Tyres & Wheel Realignment Plaza, Pala Road, Erattupetta, Kerala 686121",Erattupetta,Kerala,+91 48222 71145,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.34E+09,8.995797,76.78443,Ir tyre wor,"I R Tyre Works & Tubeless Fix, Main Road, Punalur, Kerala 691305",Punalur,Kerala,+91 98462 11042,08:00 AM - 09:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.34E+09,9.651505,76.72501,Tire Servic,"Highrange Tyre Service & Alignment Center, Pala Road, Ponkunnam, Kerala 686506",Ponkunnam,Kerala,+91 48282 22541,09:00 AM - 08:00 PM,"Wheel alignment, Tyre replacement, Puncture repair",,,,,
7.35E+09,9.85784,76.59564,Adithya Tyr,"Adithya Tyres & Wheel Realignment Lounge, Peruva, Kottayam, Kerala 686610",Kottayam,Kerala,+91 48292 51102,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.35E+09,9.796296,76.68953,Vazhakkala,"Vazhakkala Tyres & Vulcanizing Station, Kuravilangad, Kerala 686633",Kuravilangad,Kerala,+91 48222 31104,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.37E+09,9.245994,76.757,janatha tyr,"Janatha Tyres & Retreading Plaza, Ring Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 46822 22110,08:30 AM - 07:30 PM,"Tyre retreading, Tyre replacement",,,,,
7.37E+09,9.459732,76.71057,saayi tyers,"Saayi Tyres & Wheel Alignment Lounge, Podimattom, Kerala 686512",Podimattom,Kerala,+91 48282 82114,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.38E+09,10.68114,76.26811,General Mo,"General Motors & Tyre Service Clinic, Main Road, Amballur, Kerala 680302",Amballur,Kerala,+91 48027 33112,08:30 AM - 08:30 PM,"Tyre replacement, Puncture repair, General service",,,,,
7.39E+09,9.829937,76.53902,Vannilam T,"Vannilam Tyres & Puncture Repair, Kaduthuruthy, Kerala 686604",Kaduthuruthy,Kerala,+91 48292 83110,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.40E+09,9.59499,76.73169,Nadackal T,"Nadackal Tyres & Vulcanizing Station, Kanjirappally, Kerala 686507",Kanjirappally,Kerala,+91 48282 02214,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
7.45E+09,9.068429,76.53452,MRF Palap,"MRF T&S - Palappallil Tyres, Kayamkulam Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 24119,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
7.46E+09,9.920085,76.38946,Eswary Tyr,"Eswary Tyres & Vulcanizing Station, Tripunithura, Kochi, Kerala 682301",Kochi,Kerala,+91 48427 81104,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.46E+09,8.978029,76.9255,Shifin Tyres,"Shifin Tyres & Wheel Realignment Lounge, Main Road, Pathanapuram, Kerala 689695",Pathanapuram,Kerala,+91 47523 55112,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.46E+09,9.150059,76.73377,Kingson tyre,"Kingson Tyres & Tubeless Patch Hub, KP Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 26110,08:30 AM - 08:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.46E+09,8.694304,76.81157,Ohm Sidhiv,"Ohm Sidhivinayaka Tyres & Alignment, Kilimanoor Road, Attingal, Kerala 695101",Attingal,Kerala,+91 47026 22114,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.46E+09,9.363588,76.54374,Keyem Tra,"Keyem Traders & Tyre Retreading Plaza, TK Road, Tiruvalla, Kerala 689101",Tiruvalla,Kerala,+91 46926 01156,08:00 AM - 07:30 PM,"Tyre retreading, Vulcanizing repair",,,,,
7.46E+09,8.680476,76.82505,Bridgeston,"Bridgestone Select - Royal Wheel Care, Palace Road, Attingal, Kerala 695101",Attingal,Kerala,+91 47026 30112,09:30 AM - 08:00 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
7.46E+09,8.683905,76.82425,MyTyres,"MyTyres Hub & Vulcanizing Station, National Highway 66, Attingal, Kerala 695101",Attingal,Kerala,+91 94471 55210,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Tube sales",,,,,
7.46E+09,8.550734,76.94181,K P Tires,"K P Tyres & Alignment Plaza, Bypass Junction, Thiruvananthapuram, Kerala 695011",Thiruvananthapuram,Kerala,+91 47124 55119,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.47E+09,9.944443,76.37343,"St.George ""","St. George Tyres & Vulcanizing Shop, Kakkanad, Kochi, Kerala 682030",Kochi,Kerala,+91 48424 22510,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Air service",,,,,
7.47E+09,9.944715,76.37199,JIMMY TYR,"Jimmy Tyres & Multi Brand Alignment Lounge, Civil Line Road, Kakkanad, Kochi, Kerala 682030",Kochi,Kerala,+91 48424 11045,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.47E+09,9.910019,76.70114,FourWhee,"Four Wheelers Tyre Clinic & Alignment, Main Road, Kanjirappally, Kerala 686507",Kanjirappally,Kerala,+91 48282 02219,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.47E+09,9.994461,76.57274,K Y S Tyres,"K Y S Tyres & Puncture Repair Center, Market Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 94475 33412,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.47E+09,9.994555,76.57296,Tyre Bazar,"Tyre Bazar Multi Brand Showroom, MC Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 48528 11452,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
7.47E+09,9.992172,76.574161,Mm Tyres,"M M Tyres & Retreading Plaza, Vazhakulam Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 48528 55102,08:30 AM - 07:30 PM,"Tyre retreading, Heavy vulcanizing",,,,,
7.47E+09,8.531744,76.9396,Prince Tyre,"Prince Tyres & Puncture Corner, Pappanamcode, Thiruvananthapuram, Kerala 695018",Thiruvananthapuram,Kerala,+91 98460 11245,08:00 AM - 09:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.47E+09,10.09168,76.34509,DBS Tyres,"DBS Tyres & 3D Wheel Alignment Plaza, Aluva Road, Perumbavoor, Kerala 683542",Perumbavoor,Kerala,+91 48425 99114,09:00 AM - 08:30 PM,"3D Wheel alignment, Balancing, Tyre sales",,,,,
7.47E+09,8.519577,76.96057,United Tyre,"United Tyres & Vulcanizing Station, Nemom, Thiruvananthapuram, Kerala 695020",Thiruvananthapuram,Kerala,+91 47123 99102,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.47E+09,9.755477,71.11178,Basel Tyre,"Basel Tyres & Wheel Realignment, Main Road, Kaduthuruthy, Kerala 686604",Kaduthuruthy,Kerala,+91 48292 82210,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.47E+09,9.786193,76.45271,Bridgeston,"Bridgestone Select - Maratt Tyres, MC Road, Kuravilangad, Kerala 686633",Kuravilangad,Kerala,+91 48222 30119,09:30 AM - 08:00 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
7.47E+09,10.06103,76.61827,Cartonix,"Cartonix Tyres & Alloys Lounge, Thankalam, Kothamangalam, Kerala 686691",Kothamangalam,Kerala,+91 48525 71145,09:00 AM - 08:30 PM,"Premium tyre sales, Alignment, Balancing",,,,,
7.47E+09,9.790295,76.46011,Tomson Ty,"Tomson Tyres & Puncture Shop, Main Road, Kuravilangad, Kerala 686633",Kuravilangad,Kerala,+91 94465 11045,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.47E+09,9.912839,76.69501,MRF T&S F,"MRF T&S - Exclusive Showroom, Pala Road, Erattupetta, Kerala 686121",Erattupetta,Kerala,+91 48222 74119,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
7.47E+09,9.33107,76.927,fathima tyr,"Fathima Tyres & Vulcanizing Corner, Main Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 46822 23156,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
7.47E+09,10.116,76.49733,Evershyne,"Evershyne Tyres & Wheel Realignment Plaza, MC Road, Perumbavoor, Kerala 683542",Perumbavoor,Kerala,+91 48425 22104,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.47E+09,8.688407,76.82399,Diamond T,"Diamond Tyre Retreading & Repair Station, National Highway 66, Attingal, Kerala 695101",Attingal,Kerala,+91 47026 21102,08:00 AM - 07:30 PM,"Tyre retreading, Vulcanizing",,,,,
7.47E+09,9.866877,76.59682,Angel Tires,"Angel Tyres & Puncture Repair Hub, Piravom Road, Peruva, Kerala 686610",Peruva,Kerala,+91 94476 11054,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.47E+09,10.09142,76.56291,kunjon tyre,"Kunjon Tyres & Vulcanizing Station, Main Road, Kothamangalam, Kerala 686691",Kothamangalam,Kerala,+91 48525 22110,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.48E+09,9.152932,76.73534,Grace tyre,"Grace Tyres & Multi Brand Wheel Alignment, KP Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 21104,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.48E+09,9.955881,76.62572,Puncture F,"Express Puncture Fix & Tubeless Shop, Muvattupuzha Road, Kothamangalam, Kerala 686691",Kothamangalam,Kerala,+91 94462 55140,24 Hours,"Emergency puncture service, Tubeless patch",,,,,
7.48E+09,9.330435,76.92508,tyre shop,"City Tyre Shop & Vulcanizing Point, Ring Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 46822 25514,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
7.48E+09,9.709554,77.17982,"Milestone ""","Milestone Tyres & Wheel Alignment Plaza, Main Road, Kumily, Kerala 685509",Kumily,Kerala,+91 48692 22104,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.48E+09,9.505737,76.63991,Tolins Tyre,"Tolins Tyre Retreading House, Main Road, Karukachal, Kerala 686540",Karukachal,Kerala,+91 48124 87102,08:00 AM - 07:30 PM,"Tyre retreading, Heavy vulcanizing",,,,,
7.48E+09,9.164765,76.68876,Kuttappai t,"Kuttappai Tyres & Puncture Repair, Pathanamthitta Road, Adoor, Kerala 691523",Adoor,Kerala,+91 94461 33214,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.48E+09,9.545274,76.58442,Anil Tyres,"Anil Tyres & Wheel Realignment Lounge, Puthuppally, Kottayam, Kerala 686011",Kottayam,Kerala,+91 48123 55114,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.48E+09,9.946846,76.33447,Rideon Wh,"Ride On Wheels - Multi Brand Tyre Showroom, Civil Line Road, Palarivattom, Kochi, Kerala 682025",Kochi,Kerala,+91 48440 11056,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment",,,,,
7.48E+09,8.935285,76.60891,Achu Tyre S,"Achu Tyre Shop & Vulcanizing Corner, Main Road, Kottarakkara, Kerala 691506",Kottarakkara,Kerala,+91 47424 55112,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.48E+09,9.946231,76.33527,Tyre Punct,"City Tyre Puncture Corner, Pipeline Road, Palarivattom, Kochi, Kerala 682025",Kochi,Kerala,+91 98455 22401,08:00 AM - 10:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.48E+09,9.082777,76.67688,TNR twowhl,"TNR Two Wheeler Tyre Clinic & Puncture Hub, Pandalam Road, Adoor, Kerala 691523",Adoor,Kerala,+91 94472 11562,08:30 AM - 09:00 PM,"Two wheeler tyre sales, Puncture repair",,,,,
7.48E+09,9.135384,76.72426,Babu tyres,"Babu Tyres & Vulcanizing Station, KP Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 22110,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
7.49E+09,10.02301,76.40249,Tollins Tyre,"Tolins Tyres & Retreading Plaza, Perumbavoor Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 48528 33241,08:30 AM - 07:30 PM,"Tyre retreading, Vulcanizing, Puncture repair",,,,,
7.49E+09,10.02614,76.40453,Mattakkatt,"Mattakkattil Tyres & Wheel Alignment Lounge, MC Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 48528 11045,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.49E+09,10.02614,76.40446,MRF Showi,"MRF T&S - Exclusive Showroom, MC Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 48528 24119,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
7.49E+09,10.02948,76.40723,"St. Antony ""","St. Antony's Tyres & Vulcanizing Station, Market Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 94472 55102,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.49E+09,10.03225,76.40741,S R Tyres,"S R Tyres & Tubeless Patch Hub, Main Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 48528 55114,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.49E+09,10.04046,76.40438,Eenam Re,"Eenam Tyre Retreading & Resoling House, Vazhakulam Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 48528 66210,08:00 AM - 07:30 PM,"Tyre retreading, Heavy vehicle vulcanizing",,,,,
7.49E+09,10.06089,76.39422,Hi Tech Tyr,"Hi-Tech Tyres & 3D Wheel Alignment Plaza, Aluva Road, Perumbavoor, Kerala 683542",Perumbavoor,Kerala,+91 48425 99104,09:00 AM - 08:30 PM,"3D Wheel alignment, Balancing, Tyre sales",,,,,
7.49E+09,10.06098,76.39444,CEAT Tyres,"CEAT Shoppe - Royal Wheels, AM Road, Perumbavoor, Kerala 683542",Perumbavoor,Kerala,+91 48425 30112,09:00 AM - 08:00 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
7.49E+09,10.06225,76.39548,Defender T,"Defender Tyres & Puncture Repair Shop, MC Road, Perumbavoor, Kerala 683542",Perumbavoor,Kerala,+91 94465 11042,08:00 AM - 09:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.49E+09,10.08361,76.37307,Saj Tyres,"Saj Tyres & Vulcanizing Corner, Main Road, Perumbavoor, Kerala 683542",Perumbavoor,Kerala,+91 48425 22154,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.49E+09,9.464653,76.56684,Mattathil ty,"Mattathil Tyres & Wheel Realignment Plaza, Main Road, Karukachal, Kerala 686540",Karukachal,Kerala,+91 48124 88112,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.49E+09,9.45648,76.55215,Kevin Tyres,"Kevin Tyres & Tubeless Patch Hub, Mallappally Road, Karukachal, Kerala 686540",Karukachal,Kerala,+91 94460 33412,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
7.49E+09,9.455886,76.55139,New Thom,"New Thomas Tyres & Retreading Plaza, Karukachal, Kerala 686540",Karukachal,Kerala,+91 48124 85104,08:30 AM - 07:30 PM,"Tyre retreading, Vulcanizing, Puncture repair",,,,,
7.50E+09,10.77275,76.68477,Goodyear,"Goodyear Wheel Center - National Tyres, Calicut Road, Perinthalmanna, Kerala 679322",Perinthalmanna,Kerala,+91 49332 22105,09:30 AM - 08:00 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
7.50E+09,10.09262,76.44538,TCR Retrea,"TCR Tyre Retreading & Resoling Works, MC Road, Perumbavoor, Kerala 683542",Perumbavoor,Kerala,+91 48425 44110,08:00 AM - 07:30 PM,"Tyre retreading, Heavy vulcanizing",,,,,
7.50E+09,9.486569,76.57205,Tire Works,"Express Tyre Works & Puncture Point, KK Road, Karukachal, Kerala 686540",Karukachal,Kerala,+91 94465 22401,24 Hours,"Emergency puncture service, Tubeless patch",,,,,
7.50E+09,9.104999,76.74816,Khadira Ty,"Khadira Tyres & Wheel Realignment Lounge, KP Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 22540,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.51E+09,8.962551,76.68494,Geo Tyres,"Geo Tyres & Vulcanizing Station, Main Road, Kottarakkara, Kerala 691506",Kottarakkara,Kerala,+91 47424 51102,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.51E+09,10.02293,76.65014,shakthi tyre,"Shakthi Tyres & Multi Brand Alignment, Main Road, Kothamangalam, Kerala 686691",Kothamangalam,Kerala,+91 48525 22114,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.51E+09,9.169431,76.50081,Tata,"Tata Tyre Clinic & Multi Brand Realignment, KP Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 21156,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.51E+09,11.12563,76.34313,Puncture a,"Express Puncture Hub & Tubeless Patch, Nilambur Road, Manjeri, Kerala 676121",Manjeri,Kerala,+91 98461 55210,24 Hours,"Emergency puncture service, Tubeless patch",,,,,
7.52E+09,8.602441,76.81409,Akash stor,"Akash Tyre Stores & Vulcanizing Corner, Main Road, Attingal, Kerala 695101",Attingal,Kerala,+91 47026 22110,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
7.52E+09,11.12305,76.33741,MM Tires,"MM Tyres & Wheel Alignment Plaza, Calicut Road, Manjeri, Kerala 676121",Manjeri,Kerala,+91 49332 24114,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
7.52E+09,11.11986,76.33759,Villain's WI,"Villain's Wheel Alignment Lounge & Premium Alloys, Pandikkad Road, Manjeri, Kerala 676121",Manjeri,Kerala,+91 49332 25512,09:30 AM - 08:30 PM,"Premium tyre sales, Alignment, Balancing",,,,,
7.52E+09,10.04666,76.29711,Kaloor Tyre,"Kaloor Tyre House & Puncture Repair Hub, Banerjee Road, Kaloor, Kochi, Kerala 682017",Kochi,Kerala,+91 48423 99214,08:30 AM - 09:00 PM,"Tyre replacement, Puncture repair, Tubeless patch",,,,,
7.52E+09,10.06121,76.28833,Rossline Fi,"Rossline Tyre Fix & Vulcanizing Center, Container Road, Kalamassery, Kochi, Kerala 682033",Kochi,Kerala,+91 98455 22401,08:00 AM - 10:00 PM,"Puncture repair, Vulcanizing, Air service",,,,,
7.55E+09,10.60117,76.49262,meenaksh,"Meenakshi Tyres & Wheel Realignment Lounge, Main Road, Alathur, Palakkad, Kerala 678541",Alathur,Kerala,+91 49222 22104,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
7.63E+09,8.521873,76.9809,Tyre Club,"The Tyre Club Multi Brand Hub, Pappanamcode, Thiruvananthapuram, Kerala 695018",Thiruvananthapuram,Kerala,+91 47124 99114,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment",,,,,
7.85E+09,9.7213,76.6788,Manjakada,"Manjakadan Tyres & Vulcanizing Station, Bypass Road, Pala, Kerala 686575",Pala,Kerala,+91 48222 12102,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
8.02E+09,10.03598,76.33784,Apollo Tyre,"Apollo Tyres - Royal Wheel Care, Civil Line Road, Padivattom, Kochi, Kerala 682024",Kochi,Kerala,+91 48440 11214,09:00 AM - 08:30 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
8.03E+09,10.04859,76.3186,Tyre X,"Tyre X Multi Brand Lounge & Alignment, Edappally, Kochi, Kerala 682024",Kochi,Kerala,+91 80412 55102,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
8.22E+09,9.833125,76.75914,"High Land ""","Highland Tyres & Wheel Realignment Plaza, Main Road, Erattupetta, Kerala 686121",Erattupetta,Kerala,+91 48222 72104,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
8.23E+09,9.700363,76.32558,Marvel Tyre,"Marvel Tyres & Vulcanizing Station, Vaikom Road, Thalayolaparambu, Kerala 686605",Thalayolaparambu,Kerala,+91 48292 36110,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
8.31E+09,8.901527,77.05782,Karthik Tyr,"Karthik Tyres & Wheel Alignment Plaza, Main Road, Punalur, Kerala 691305",Punalur,Kerala,+91 47522 22114,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
8.32E+09,9.722589,76.52378,Kadalikalay,"Kadalikattil Tyres & Tubeless Patch Shop, Kaduthuruthy, Kerala 686604",Kaduthuruthy,Kerala,+91 94461 00251,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
